Date,Hours,Price (EUR/MWh),Traded volumes (MWh)
2012.07.24.,H12,"48,35","396,60"
2012.07.24.,H13,"46,20","425,00"
2012.07.24.,H14,"44,28","418,60"
2012.07.24.,H15,"42,29","376,50"
2012.07.24.,H16,"42,05","405,50"
2012.07.24.,H17,"43,27","457,20"
2012.07.24.,H18,"47,72","523,50"
2012.07.24.,H19,"50,07","447,10"
2012.07.24.,H20,"51,53","452,60"
2012.07.24.,H21,"50,53","373,60"
2012.07.24.,H22,"49,87","389,60"
2012.07.24.,H23,"49,38","455,10"
2012.07.24.,H24,"44,00","530,40"
2012.07.25.,H1,"37,79","703,80"
2012.07.25.,H2,"36,94","768,80"
2012.07.25.,H3,"33,29","750,10"
2012.07.25.,H4,"30,40","764,50"
2012.07.25.,H5,"30,05","822,60"
2012.07.25.,H6,"34,57","721,00"
2012.07.25.,H7,"42,46","572,60"
2012.07.25.,H8,"52,00","480,40"
2012.07.25.,H9,"53,39","541,20"
2012.07.25.,H10,"55,19","446,20"
2012.07.25.,H11,"56,08","529,60"
2012.07.25.,H12,"55,08","422,00"
2012.07.25.,H13,"54,10","475,30"
2012.07.25.,H14,"51,88","526,30"
2012.07.25.,H15,"50,95","475,20"
2012.07.25.,H16,"50,05","423,50"
2012.07.25.,H17,"50,58","552,80"
2012.07.25.,H18,"53,99","534,70"
2012.07.25.,H19,"55,01","614,10"
2012.07.25.,H20,"54,51","671,40"
2012.07.25.,H21,"53,26","414,50"
2012.07.25.,H22,"52,51","432,80"
2012.07.25.,H23,"52,02","519,10"
2012.07.25.,H24,"43,63","615,10"
2012.07.26.,H1,"41,74","604,00"
2012.07.26.,H2,"37,82","650,00"
2012.07.26.,H3,"34,76","687,80"
2012.07.26.,H4,"32,58","687,10"
2012.07.26.,H5,"33,40","679,30"
2012.07.26.,H6,"35,51","640,50"
2012.07.26.,H7,"41,80","529,70"
2012.07.26.,H8,"51,77","460,40"
2012.07.26.,H9,"57,25","525,10"
2012.07.26.,H10,"58,51","511,20"
2012.07.26.,H11,"59,70","477,30"
2012.07.26.,H12,"60,34","466,00"
2012.07.26.,H13,"59,11","527,40"
2012.07.26.,H14,"59,02","489,80"
2012.07.26.,H15,"58,01","509,00"
2012.07.26.,H16,"58,05","538,00"
2012.07.26.,H17,"57,05","562,30"
2012.07.26.,H18,"57,01","513,70"
2012.07.26.,H19,"57,03","601,70"
2012.07.26.,H20,"55,01","561,50"
2012.07.26.,H21,"55,01","464,70"
2012.07.26.,H22,"55,01","491,10"
2012.07.26.,H23,"53,88","489,50"
2012.07.26.,H24,"45,94","471,80"
2012.07.27.,H1,"41,16","691,60"
2012.07.27.,H2,"38,33","673,50"
2012.07.27.,H3,"35,38","721,00"
2012.07.27.,H4,"33,79","709,30"
2012.07.27.,H5,"33,59","660,50"
2012.07.27.,H6,"36,01","651,00"
2012.07.27.,H7,"41,98","504,50"
2012.07.27.,H8,"51,18","513,30"
2012.07.27.,H9,"54,35","477,00"
2012.07.27.,H10,"69,00","440,90"
2012.07.27.,H11,"69,00","474,60"
2012.07.27.,H12,"64,52","528,70"
2012.07.27.,H13,"95,00","574,00"
2012.07.27.,H14,"92,00","555,60"
2012.07.27.,H15,"90,01","560,00"
2012.07.27.,H16,"92,00","540,30"
2012.07.27.,H17,"88,21","515,30"
2012.07.27.,H18,"55,34","439,50"
2012.07.27.,H19,"54,79","452,40"
2012.07.27.,H20,"52,26","562,20"
2012.07.27.,H21,"50,62","467,90"
2012.07.27.,H22,"50,29","527,00"
2012.07.27.,H23,"50,27","501,40"
2012.07.27.,H24,"43,91","598,30"
2012.07.28.,H1,"40,00","804,80"
2012.07.28.,H2,"35,98","717,70"
2012.07.28.,H3,"34,42","691,00"
2012.07.28.,H4,"31,87","642,30"
2012.07.28.,H5,"30,40","644,10"
2012.07.28.,H6,"30,64","624,10"
2012.07.28.,H7,"29,63","856,40"
2012.07.28.,H8,"34,02","744,90"
2012.07.28.,H9,"38,29","697,70"
2012.07.28.,H10,"42,80","713,30"
2012.07.28.,H11,"53,00","783,40"
2012.07.28.,H12,"72,00","817,40"
2012.07.28.,H13,"70,01","806,70"
2012.07.28.,H14,"66,58","791,80"
2012.07.28.,H15,"37,07","765,90"
2012.07.28.,H16,"37,02","784,80"
2012.07.28.,H17,"46,00","811,60"
2012.07.28.,H18,"39,38","750,80"
2012.07.28.,H19,"41,09","692,20"
2012.07.28.,H20,"43,28","709,00"
2012.07.28.,H21,"66,51","676,50"
2012.07.28.,H22,"69,43","771,80"
2012.07.28.,H23,"43,05","801,00"
2012.07.28.,H24,"37,66","716,70"
2012.07.29.,H1,"31,00","906,20"
2012.07.29.,H2,"25,87","931,40"
2012.07.29.,H3,"22,01","889,50"
2012.07.29.,H4,"21,00","890,70"
2012.07.29.,H5,"16,01","896,90"
2012.07.29.,H6,"12,94","974,10"
2012.07.29.,H7,"12,60","928,60"
2012.07.29.,H8,"15,00","729,10"
2012.07.29.,H9,"19,30","664,90"
2012.07.29.,H10,"27,37","778,40"
2012.07.29.,H11,"29,05","624,10"
2012.07.29.,H12,"33,75","619,70"
2012.07.29.,H13,"31,50","635,50"
2012.07.29.,H14,"26,15","661,30"
2012.07.29.,H15,"21,21","728,30"
2012.07.29.,H16,"20,01","652,10"
2012.07.29.,H17,"22,01","680,90"
2012.07.29.,H18,"27,11","634,60"
2012.07.29.,H19,"33,26","661,70"
2012.07.29.,H20,"37,01","643,90"
2012.07.29.,H21,"36,63","612,40"
2012.07.29.,H22,"38,97","651,90"
2012.07.29.,H23,"41,62","712,50"
2012.07.29.,H24,"35,01","887,60"
2012.07.30.,H1,"33,95","588,50"
2012.07.30.,H2,"28,53","624,80"
2012.07.30.,H3,"24,84","598,90"
2012.07.30.,H4,"20,30","685,70"
2012.07.30.,H5,"21,45","615,30"
2012.07.30.,H6,"27,69","575,60"
2012.07.30.,H7,"37,01","639,30"
2012.07.30.,H8,"50,49","676,50"
2012.07.30.,H9,"49,22","702,90"
2012.07.30.,H10,"55,00","774,30"
2012.07.30.,H11,"59,00","822,20"
2012.07.30.,H12,"69,01","834,10"
2012.07.30.,H13,"78,01","860,10"
2012.07.30.,H14,"80,01","826,60"
2012.07.30.,H15,"87,00","838,40"
2012.07.30.,H16,"87,00","852,60"
2012.07.30.,H17,"78,00","856,20"
2012.07.30.,H18,"47,75","838,70"
2012.07.30.,H19,"50,57","792,20"
2012.07.30.,H20,"51,05","748,50"
2012.07.30.,H21,"100,02","741,80"
2012.07.30.,H22,"100,03","672,40"
2012.07.30.,H23,"78,00","632,10"
2012.07.30.,H24,"44,59","657,90"
2012.07.31.,H1,"38,00","639,70"
2012.07.31.,H2,"33,62","701,60"
2012.07.31.,H3,"31,06","576,80"
2012.07.31.,H4,"27,05","579,10"
2012.07.31.,H5,"27,41","492,70"
2012.07.31.,H6,"32,37","524,40"
2012.07.31.,H7,"39,19","538,20"
2012.07.31.,H8,"50,16","631,90"
2012.07.31.,H9,"53,53","704,20"
2012.07.31.,H10,"52,01","748,00"
2012.07.31.,H11,"54,01","814,80"
2012.07.31.,H12,"70,00","895,10"
2012.07.31.,H13,"80,00","887,80"
2012.07.31.,H14,"97,03","1 015,30"
2012.07.31.,H15,"105,00","988,10"
2012.07.31.,H16,"72,01","856,00"
2012.07.31.,H17,"50,50","880,50"
2012.07.31.,H18,"49,93","827,70"
2012.07.31.,H19,"50,50","810,80"
2012.07.31.,H20,"51,19","824,10"
2012.07.31.,H21,"97,06","732,40"
2012.07.31.,H22,"105,00","640,70"
2012.07.31.,H23,"72,00","553,10"
2012.07.31.,H24,"44,04","601,20"
2012.08.01.,H1,"40,26","668,00"
2012.08.01.,H2,"36,15","744,60"
2012.08.01.,H3,"33,15","715,20"
2012.08.01.,H4,"28,00","791,90"
2012.08.01.,H5,"28,68","712,10"
2012.08.01.,H6,"34,21","698,80"
2012.08.01.,H7,"43,78","707,60"
2012.08.01.,H8,"53,02","606,30"
2012.08.01.,H9,"55,00","795,70"
2012.08.01.,H10,"55,46","777,90"
2012.08.01.,H11,"62,01","794,30"
2012.08.01.,H12,"75,01","781,60"
2012.08.01.,H13,"68,00","836,60"
2012.08.01.,H14,"54,00","840,80"
2012.08.01.,H15,"54,99","873,90"
2012.08.01.,H16,"54,18","877,40"
2012.08.01.,H17,"67,00","873,80"
2012.08.01.,H18,"60,01","890,20"
2012.08.01.,H19,"56,91","876,20"
2012.08.01.,H20,"55,97","848,40"
2012.08.01.,H21,"78,00","871,50"
2012.08.01.,H22,"78,01","810,90"
2012.08.01.,H23,"66,01","736,40"
2012.08.01.,H24,"53,01","810,90"
2012.08.02.,H1,"47,00","676,80"
2012.08.02.,H2,"37,01","747,20"
2012.08.02.,H3,"35,04","826,00"
2012.08.02.,H4,"29,05","834,40"
2012.08.02.,H5,"30,04","761,70"
2012.08.02.,H6,"37,01","830,60"
2012.08.02.,H7,"49,01","721,90"
2012.08.02.,H8,"91,00","620,00"
2012.08.02.,H9,"70,01","706,30"
2012.08.02.,H10,"55,00","833,80"
2012.08.02.,H11,"71,01","810,30"
2012.08.02.,H12,"79,01","858,60"
2012.08.02.,H13,"92,00","888,40"
2012.08.02.,H14,"95,00","880,20"
2012.08.02.,H15,"90,89","881,90"
2012.08.02.,H16,"90,01","876,50"
2012.08.02.,H17,"79,00","859,90"
2012.08.02.,H18,"71,00","870,50"
2012.08.02.,H19,"66,00","888,70"
2012.08.02.,H20,"55,58","885,80"
2012.08.02.,H21,"71,00","854,00"
2012.08.02.,H22,"76,06","833,50"
2012.08.02.,H23,"83,01","738,60"
2012.08.02.,H24,"90,04","694,60"
2012.08.03.,H1,"55,01","556,00"
2012.08.03.,H2,"38,01","695,30"
2012.08.03.,H3,"36,05","786,30"
2012.08.03.,H4,"36,05","770,20"
2012.08.03.,H5,"36,04","745,40"
2012.08.03.,H6,"34,63","555,50"
2012.08.03.,H7,"39,31","615,70"
2012.08.03.,H8,"52,01","613,20"
2012.08.03.,H9,"52,35","832,20"
2012.08.03.,H10,"57,01","798,40"
2012.08.03.,H11,"71,00","753,50"
2012.08.03.,H12,"92,00","766,60"
2012.08.03.,H13,"92,00","759,00"
2012.08.03.,H14,"85,00","747,10"
2012.08.03.,H15,"71,01","751,70"
2012.08.03.,H16,"83,01","773,90"
2012.08.03.,H17,"79,00","831,60"
2012.08.03.,H18,"70,01","772,40"
2012.08.03.,H19,"55,00","788,20"
2012.08.03.,H20,"52,76","837,60"
2012.08.03.,H21,"84,00","654,00"
2012.08.03.,H22,"76,51","669,10"
2012.08.03.,H23,"51,30","563,10"
2012.08.03.,H24,"44,61","790,50"
2012.08.04.,H1,"42,44","542,40"
2012.08.04.,H2,"37,21","529,70"
2012.08.04.,H3,"34,36","499,40"
2012.08.04.,H4,"32,07","553,90"
2012.08.04.,H5,"30,65","550,40"
2012.08.04.,H6,"30,01","589,10"
2012.08.04.,H7,"34,05","619,80"
2012.08.04.,H8,"39,94","657,00"
2012.08.04.,H9,"71,00","736,40"
2012.08.04.,H10,"55,01","877,90"
2012.08.04.,H11,"80,00","873,60"
2012.08.04.,H12,"91,99","927,90"
2012.08.04.,H13,"92,00","946,80"
2012.08.04.,H14,"84,01","857,70"
2012.08.04.,H15,"84,00","779,80"
2012.08.04.,H16,"84,00","774,50"
2012.08.04.,H17,"85,01","824,60"
2012.08.04.,H18,"71,00","723,80"
2012.08.04.,H19,"70,01","745,90"
2012.08.04.,H20,"71,00","734,90"
2012.08.04.,H21,"77,01","838,00"
2012.08.04.,H22,"99,01","878,90"
2012.08.04.,H23,"75,00","790,20"
2012.08.04.,H24,"44,22","591,50"
2012.08.05.,H1,"36,66","537,00"
2012.08.05.,H2,"30,03","503,30"
2012.08.05.,H3,"24,52","583,50"
2012.08.05.,H4,"22,10","474,50"
2012.08.05.,H5,"18,98","554,50"
2012.08.05.,H6,"18,31","614,90"
2012.08.05.,H7,"19,47","538,20"
2012.08.05.,H8,"37,51","609,20"
2012.08.05.,H9,"35,01","636,80"
2012.08.05.,H10,"75,00","705,00"
2012.08.05.,H11,"90,00","729,20"
2012.08.05.,H12,"95,00","811,10"
2012.08.05.,H13,"95,00","821,30"
2012.08.05.,H14,"95,01","808,30"
2012.08.05.,H15,"90,01","791,90"
2012.08.05.,H16,"101,00","818,90"
2012.08.05.,H17,"95,01","855,80"
2012.08.05.,H18,"80,01","764,50"
2012.08.05.,H19,"85,00","748,30"
2012.08.05.,H20,"90,01","722,70"
2012.08.05.,H21,"111,05","719,90"
2012.08.05.,H22,"100,01","793,30"
2012.08.05.,H23,"50,19","625,80"
2012.08.05.,H24,"35,76","626,50"
2012.08.06.,H1,"33,22","925,80"
2012.08.06.,H2,"26,02","935,00"
2012.08.06.,H3,"23,66","899,60"
2012.08.06.,H4,"20,86","812,40"
2012.08.06.,H5,"22,48","778,70"
2012.08.06.,H6,"27,05","737,80"
2012.08.06.,H7,"39,00","671,60"
2012.08.06.,H8,"49,42","959,20"
2012.08.06.,H9,"50,29","1 227,70"
2012.08.06.,H10,"53,46","1 136,20"
2012.08.06.,H11,"54,99","1 099,30"
2012.08.06.,H12,"54,99","1 097,60"
2012.08.06.,H13,"54,99","1 115,40"
2012.08.06.,H14,"54,99","1 127,10"
2012.08.06.,H15,"55,00","1 034,10"
2012.08.06.,H16,"55,00","955,20"
2012.08.06.,H17,"55,00","1 017,20"
2012.08.06.,H18,"55,00","1 044,90"
2012.08.06.,H19,"54,99","1 032,00"
2012.08.06.,H20,"51,98","927,10"
2012.08.06.,H21,"55,00","923,60"
2012.08.06.,H22,"75,01","902,50"
2012.08.06.,H23,"70,01","838,60"
2012.08.06.,H24,"54,99","951,60"
2012.08.07.,H1,"36,99","616,30"
2012.08.07.,H2,"29,30","705,80"
2012.08.07.,H3,"25,26","611,80"
2012.08.07.,H4,"21,75","568,10"
2012.08.07.,H5,"22,00","667,60"
2012.08.07.,H6,"28,59","641,50"
2012.08.07.,H7,"38,80","701,60"
2012.08.07.,H8,"48,93","890,30"
2012.08.07.,H9,"53,01","1 009,50"
2012.08.07.,H10,"55,01","957,80"
2012.08.07.,H11,"71,00","902,40"
2012.08.07.,H12,"55,01","903,40"
2012.08.07.,H13,"71,00","941,50"
2012.08.07.,H14,"55,01","968,50"
2012.08.07.,H15,"55,01","924,40"
2012.08.07.,H16,"55,01","942,70"
2012.08.07.,H17,"55,01","902,40"
2012.08.07.,H18,"55,01","926,40"
2012.08.07.,H19,"55,00","998,50"
2012.08.07.,H20,"55,01","869,80"
2012.08.07.,H21,"58,01","1 015,40"
2012.08.07.,H22,"57,00","987,10"
2012.08.07.,H23,"75,00","870,80"
2012.08.07.,H24,"50,01","1 082,20"
2012.08.08.,H1,"60,00","831,50"
2012.08.08.,H2,"34,09","841,10"
2012.08.08.,H3,"29,93","883,50"
2012.08.08.,H4,"28,95","907,40"
2012.08.08.,H5,"30,13","875,80"
2012.08.08.,H6,"34,43","732,70"
2012.08.08.,H7,"42,75","597,50"
2012.08.08.,H8,"55,07","790,20"
2012.08.08.,H9,"55,55","806,80"
2012.08.08.,H10,"72,00","788,90"
2012.08.08.,H11,"78,01","822,00"
2012.08.08.,H12,"78,01","843,10"
2012.08.08.,H13,"82,00","871,80"
2012.08.08.,H14,"78,01","884,70"
2012.08.08.,H15,"78,00","836,70"
2012.08.08.,H16,"77,01","874,20"
2012.08.08.,H17,"79,01","874,50"
2012.08.08.,H18,"77,01","864,60"
2012.08.08.,H19,"75,04","811,40"
2012.08.08.,H20,"75,00","843,00"
2012.08.08.,H21,"93,00","868,60"
2012.08.08.,H22,"93,00","882,60"
2012.08.08.,H23,"93,01","887,70"
2012.08.08.,H24,"93,00","850,20"
2012.08.09.,H1,"54,70","811,30"
2012.08.09.,H2,"43,22","785,00"
2012.08.09.,H3,"36,51","862,40"
2012.08.09.,H4,"35,01","836,50"
2012.08.09.,H5,"35,01","803,00"
2012.08.09.,H6,"37,01","745,00"
2012.08.09.,H7,"64,17","671,50"
2012.08.09.,H8,"72,00","771,40"
2012.08.09.,H9,"55,55","991,00"
2012.08.09.,H10,"61,20","917,30"
2012.08.09.,H11,"70,00","934,50"
2012.08.09.,H12,"71,01","914,10"
2012.08.09.,H13,"74,12","911,60"
2012.08.09.,H14,"72,00","925,80"
2012.08.09.,H15,"74,13","875,50"
2012.08.09.,H16,"80,01","882,90"
2012.08.09.,H17,"72,00","938,30"
2012.08.09.,H18,"62,01","952,80"
2012.08.09.,H19,"68,01","964,60"
2012.08.09.,H20,"64,01","957,80"
2012.08.09.,H21,"74,12","909,10"
2012.08.09.,H22,"74,13","907,00"
2012.08.09.,H23,"70,08","867,60"
2012.08.09.,H24,"64,71","900,50"
2012.08.10.,H1,"69,71","612,50"
2012.08.10.,H2,"71,01","573,60"
2012.08.10.,H3,"39,91","688,10"
2012.08.10.,H4,"39,91","675,70"
2012.08.10.,H5,"45,00","613,90"
2012.08.10.,H6,"45,01","584,30"
2012.08.10.,H7,"55,01","647,10"
2012.08.10.,H8,"82,01","620,70"
2012.08.10.,H9,"82,00","804,80"
2012.08.10.,H10,"90,00","817,50"
2012.08.10.,H11,"95,00","867,00"
2012.08.10.,H12,"95,01","866,10"
2012.08.10.,H13,"96,01","871,20"
2012.08.10.,H14,"85,00","794,60"
2012.08.10.,H15,"82,01","790,70"
2012.08.10.,H16,"85,00","748,20"
2012.08.10.,H17,"83,01","767,30"
2012.08.10.,H18,"83,00","790,60"
2012.08.10.,H19,"72,01","852,70"
2012.08.10.,H20,"74,00","880,60"
2012.08.10.,H21,"87,00","830,00"
2012.08.10.,H22,"79,00","826,50"
2012.08.10.,H23,"72,01","815,80"
2012.08.10.,H24,"67,00","693,60"
2012.08.11.,H1,"55,91","462,80"
2012.08.11.,H2,"41,06","506,40"
2012.08.11.,H3,"42,83","518,90"
2012.08.11.,H4,"38,01","580,40"
2012.08.11.,H5,"38,01","573,70"
2012.08.11.,H6,"38,00","597,70"
2012.08.11.,H7,"37,00","570,30"
2012.08.11.,H8,"65,66","517,80"
2012.08.11.,H9,"61,22","566,40"
2012.08.11.,H10,"61,23","601,20"
2012.08.11.,H11,"66,05","628,20"
2012.08.11.,H12,"72,50","654,30"
2012.08.11.,H13,"72,51","617,40"
2012.08.11.,H14,"65,04","585,30"
2012.08.11.,H15,"61,23","557,10"
2012.08.11.,H16,"61,23","596,60"
2012.08.11.,H17,"62,01","618,40"
2012.08.11.,H18,"60,00","627,10"
2012.08.11.,H19,"61,22","638,70"
2012.08.11.,H20,"63,33","605,70"
2012.08.11.,H21,"80,01","654,40"
2012.08.11.,H22,"80,00","681,10"
2012.08.11.,H23,"61,22","694,50"
2012.08.11.,H24,"43,01","662,30"
2012.08.12.,H1,"37,68","536,20"
2012.08.12.,H2,"32,08","569,00"
2012.08.12.,H3,"26,84","510,20"
2012.08.12.,H4,"22,07","557,50"
2012.08.12.,H5,"21,67","536,90"
2012.08.12.,H6,"22,06","589,10"
2012.08.12.,H7,"19,51","589,00"
2012.08.12.,H8,"23,33","502,20"
2012.08.12.,H9,"37,67","566,60"
2012.08.12.,H10,"43,00","570,40"
2012.08.12.,H11,"66,89","575,50"
2012.08.12.,H12,"72,01","586,80"
2012.08.12.,H13,"72,50","554,80"
2012.08.12.,H14,"59,99","536,80"
2012.08.12.,H15,"68,34","416,40"
2012.08.12.,H16,"66,88","457,20"
2012.08.12.,H17,"66,89","484,50"
2012.08.12.,H18,"39,00","487,50"
2012.08.12.,H19,"40,94","541,80"
2012.08.12.,H20,"49,00","526,60"
2012.08.12.,H21,"66,88","546,90"
2012.08.12.,H22,"52,01","522,70"
2012.08.12.,H23,"45,50","658,30"
2012.08.12.,H24,"37,87","1 003,50"
2012.08.13.,H1,"31,50","786,90"
2012.08.13.,H2,"26,73","888,90"
2012.08.13.,H3,"24,18","896,10"
2012.08.13.,H4,"18,46","944,00"
2012.08.13.,H5,"19,52","908,40"
2012.08.13.,H6,"27,83","855,70"
2012.08.13.,H7,"43,42","554,00"
2012.08.13.,H8,"53,46","629,30"
2012.08.13.,H9,"50,26","745,10"
2012.08.13.,H10,"51,05","742,60"
2012.08.13.,H11,"51,75","698,20"
2012.08.13.,H12,"58,83","698,10"
2012.08.13.,H13,"74,91","660,40"
2012.08.13.,H14,"72,01","665,80"
2012.08.13.,H15,"70,00","648,90"
2012.08.13.,H16,"72,01","596,10"
2012.08.13.,H17,"60,00","654,20"
2012.08.13.,H18,"57,63","714,40"
2012.08.13.,H19,"57,00","707,80"
2012.08.13.,H20,"54,51","707,20"
2012.08.13.,H21,"68,76","615,70"
2012.08.13.,H22,"60,00","637,20"
2012.08.13.,H23,"56,33","536,50"
2012.08.13.,H24,"48,89","638,30"
2012.08.14.,H1,"48,20","692,10"
2012.08.14.,H2,"40,00","734,10"
2012.08.14.,H3,"35,70","655,20"
2012.08.14.,H4,"32,32","657,50"
2012.08.14.,H5,"31,59","548,00"
2012.08.14.,H6,"40,00","584,70"
2012.08.14.,H7,"60,00","670,10"
2012.08.14.,H8,"60,01","636,20"
2012.08.14.,H9,"79,00","766,90"
2012.08.14.,H10,"83,01","873,40"
2012.08.14.,H11,"96,00","923,00"
2012.08.14.,H12,"100,00","831,20"
2012.08.14.,H13,"103,12","836,00"
2012.08.14.,H14,"96,01","782,00"
2012.08.14.,H15,"96,01","874,40"
2012.08.14.,H16,"96,01","865,70"
2012.08.14.,H17,"97,84","937,30"
2012.08.14.,H18,"87,01","990,10"
2012.08.14.,H19,"75,00","949,80"
2012.08.14.,H20,"75,01","905,00"
2012.08.14.,H21,"87,01","847,20"
2012.08.14.,H22,"83,00","865,80"
2012.08.14.,H23,"61,01","619,40"
2012.08.14.,H24,"67,01","537,30"
2012.08.15.,H1,"50,43","716,10"
2012.08.15.,H2,"38,00","622,10"
2012.08.15.,H3,"35,35","694,70"
2012.08.15.,H4,"33,32","729,30"
2012.08.15.,H5,"33,76","718,60"
2012.08.15.,H6,"40,00","636,40"
2012.08.15.,H7,"48,57","604,30"
2012.08.15.,H8,"60,01","524,60"
2012.08.15.,H9,"67,23","671,40"
2012.08.15.,H10,"59,99","876,20"
2012.08.15.,H11,"64,00","838,20"
2012.08.15.,H12,"63,00","804,90"
2012.08.15.,H13,"64,04","823,40"
2012.08.15.,H14,"62,51","811,20"
2012.08.15.,H15,"64,04","800,90"
2012.08.15.,H16,"75,01","722,50"
2012.08.15.,H17,"70,01","684,90"
2012.08.15.,H18,"70,00","705,40"
2012.08.15.,H19,"70,01","729,20"
2012.08.15.,H20,"71,01","702,20"
2012.08.15.,H21,"79,73","835,40"
2012.08.15.,H22,"75,00","769,20"
2012.08.15.,H23,"55,00","775,80"
2012.08.15.,H24,"67,00","511,30"
2012.08.16.,H1,"41,01","744,30"
2012.08.16.,H2,"38,00","637,10"
2012.08.16.,H3,"35,00","675,30"
2012.08.16.,H4,"32,62","639,50"
2012.08.16.,H5,"32,94","574,50"
2012.08.16.,H6,"36,81","687,90"
2012.08.16.,H7,"45,07","725,30"
2012.08.16.,H8,"58,51","830,60"
2012.08.16.,H9,"61,00","969,40"
2012.08.16.,H10,"64,41","902,20"
2012.08.16.,H11,"71,01","909,70"
2012.08.16.,H12,"68,01","835,10"
2012.08.16.,H13,"69,01","842,80"
2012.08.16.,H14,"69,01","841,70"
2012.08.16.,H15,"60,01","855,50"
2012.08.16.,H16,"63,00","860,90"
2012.08.16.,H17,"60,00","914,70"
2012.08.16.,H18,"62,01","934,70"
2012.08.16.,H19,"63,00","917,10"
2012.08.16.,H20,"63,90","902,70"
2012.08.16.,H21,"81,30","957,30"
2012.08.16.,H22,"72,00","922,60"
2012.08.16.,H23,"57,00","889,20"
2012.08.16.,H24,"64,00","693,80"
2012.08.17.,H1,"45,51","795,30"
2012.08.17.,H2,"40,41","850,10"
2012.08.17.,H3,"38,00","891,50"
2012.08.17.,H4,"37,90","746,70"
2012.08.17.,H5,"37,26","720,00"
2012.08.17.,H6,"42,00","641,90"
2012.08.17.,H7,"48,69","847,20"
2012.08.17.,H8,"59,00","931,40"
2012.08.17.,H9,"61,51","906,30"
2012.08.17.,H10,"65,52","874,00"
2012.08.17.,H11,"70,00","853,40"
2012.08.17.,H12,"66,01","829,80"
2012.08.17.,H13,"71,01","860,60"
2012.08.17.,H14,"61,21","866,70"
2012.08.17.,H15,"59,99","816,20"
2012.08.17.,H16,"58,00","867,70"
2012.08.17.,H17,"57,00","882,00"
2012.08.17.,H18,"60,00","910,50"
2012.08.17.,H19,"61,21","982,70"
2012.08.17.,H20,"60,01","962,60"
2012.08.17.,H21,"66,00","849,10"
2012.08.17.,H22,"64,00","941,10"
2012.08.17.,H23,"58,01","869,10"
2012.08.17.,H24,"56,00","901,10"
2012.08.18.,H1,"47,77","578,90"
2012.08.18.,H2,"43,05","639,70"
2012.08.18.,H3,"38,00","556,40"
2012.08.18.,H4,"36,59","598,80"
2012.08.18.,H5,"36,68","583,20"
2012.08.18.,H6,"36,65","659,80"
2012.08.18.,H7,"38,46","690,10"
2012.08.18.,H8,"43,00","694,70"
2012.08.18.,H9,"50,88","648,50"
2012.08.18.,H10,"51,47","675,40"
2012.08.18.,H11,"71,01","789,40"
2012.08.18.,H12,"81,90","800,50"
2012.08.18.,H13,"81,91","776,00"
2012.08.18.,H14,"56,01","738,30"
2012.08.18.,H15,"71,01","673,40"
2012.08.18.,H16,"70,01","683,70"
2012.08.18.,H17,"70,01","677,10"
2012.08.18.,H18,"54,99","627,00"
2012.08.18.,H19,"55,01","754,50"
2012.08.18.,H20,"64,04","746,10"
2012.08.18.,H21,"90,00","735,10"
2012.08.18.,H22,"81,51","773,40"
2012.08.18.,H23,"56,01","756,10"
2012.08.18.,H24,"48,00","596,70"
2012.08.19.,H1,"35,75","661,10"
2012.08.19.,H2,"31,68","716,40"
2012.08.19.,H3,"25,96","728,50"
2012.08.19.,H4,"25,15","710,00"
2012.08.19.,H5,"25,15","708,40"
2012.08.19.,H6,"25,26","730,60"
2012.08.19.,H7,"25,04","747,80"
2012.08.19.,H8,"29,06","607,90"
2012.08.19.,H9,"33,39","550,20"
2012.08.19.,H10,"36,51","552,90"
2012.08.19.,H11,"40,78","524,20"
2012.08.19.,H12,"44,28","569,40"
2012.08.19.,H13,"43,66","542,10"
2012.08.19.,H14,"38,27","534,00"
2012.08.19.,H15,"30,86","486,20"
2012.08.19.,H16,"33,31","512,30"
2012.08.19.,H17,"33,40","560,90"
2012.08.19.,H18,"44,02","587,20"
2012.08.19.,H19,"53,01","578,70"
2012.08.19.,H20,"56,96","467,60"
2012.08.19.,H21,"99,11","556,10"
2012.08.19.,H22,"94,48","595,90"
2012.08.19.,H23,"60,00","567,40"
2012.08.19.,H24,"45,65","609,30"
2012.08.20.,H1,"41,20","720,60"
2012.08.20.,H2,"37,00","637,10"
2012.08.20.,H3,"34,51","525,70"
2012.08.20.,H4,"32,45","597,20"
2012.08.20.,H5,"32,26","630,50"
2012.08.20.,H6,"35,09","652,20"
2012.08.20.,H7,"44,61","742,70"
2012.08.20.,H8,"57,82","804,80"
2012.08.20.,H9,"62,50","963,60"
2012.08.20.,H10,"66,00","942,70"
2012.08.20.,H11,"67,98","837,70"
2012.08.20.,H12,"67,98","829,00"
2012.08.20.,H13,"64,79","782,10"
2012.08.20.,H14,"61,29","774,20"
2012.08.20.,H15,"58,79","720,50"
2012.08.20.,H16,"57,79","757,30"
2012.08.20.,H17,"59,87","714,50"
2012.08.20.,H18,"65,38","779,20"
2012.08.20.,H19,"67,96","810,10"
2012.08.20.,H20,"70,99","793,30"
2012.08.20.,H21,"82,31","872,00"
2012.08.20.,H22,"63,00","786,80"
2012.08.20.,H23,"59,98","784,90"
2012.08.20.,H24,"55,00","579,70"
2012.08.21.,H1,"46,01","983,70"
2012.08.21.,H2,"41,53","1 049,40"
